154.99,-57.703,2013,12,19,5
155.01,-57.703,2013,12,19,6
155.02,-57.701,2013,12,19,7
155.02,-57.698,2013,12,19,8
155.03,-57.696,2013,12,19,9
155.03,-57.696,2013,12,19,10
155.03,-57.698,2013,12,19,11
155.03,-57.703,2013,12,19,12
155.04,-57.708,2013,12,19,13
155.05,-57.714,2013,12,19,14
155.07,-57.718,2013,12,19,15
155.09,-57.72,2013,12,19,16
155.11,-57.719,2013,12,19,17
155.13,-57.719,2013,12,19,18
155.15,-57.714,2013,12,19,19
155.16,-57.71,2013,12,19,20
155.17,-57.705,2013,12,19,21
155.17,-57.702,2013,12,19,22
155.18,-57.7,2013,12,19,23
155.18,-57.699,2013,12,20,0
155.19,-57.701,2013,12,20,1
155.2,-57.703,2013,12,20,2
155.21,-57.705,2013,12,20,3
155.22,-57.707,2013,12,20,4
155.25,-57.706,2013,12,20,5
155.27,-57.704,2013,12,20,6
155.29,-57.699,2013,12,20,7
155.31,-57.694,2013,12,20,8
155.32,-57.689,2013,12,20,9
155.34,-57.683,2013,12,20,10
155.35,-57.677,2013,12,20,11
155.36,-57.674,2013,12,20,12
155.37,-57.672,2013,12,20,13
155.38,-57.671,2013,12,20,14
155.4,-57.668,2013,12,20,15
155.42,-57.667,2013,12,20,16
155.43,-57.666,2013,12,20,17
155.46,-57.664,2013,12,20,18
155.48,-57.662,2013,12,20,19
155.5,-57.659,2013,12,20,20
155.52,-57.654,2013,12,20,21
155.54,-57.649,2013,12,20,22
155.56,-57.641,2013,12,20,23
155.58,-57.635,2013,12,21,0
155.6,-57.629,2013,12,21,1
155.61,-57.622,2013,12,21,2
155.63,-57.615,2013,12,21,3
155.64,-57.609,2013,12,21,4
155.66,-57.604,2013,12,21,5
155.68,-57.597,2013,12,21,6
155.69,-57.592,2013,12,21,7
155.71,-57.586,2013,12,21,8
155.73,-57.582,2013,12,21,9
155.75,-57.579,2013,12,21,10
155.78,-57.575,2013,12,21,11
155.8,-57.569,2013,12,21,12
155.83,-57.563,2013,12,21,13
155.85,-57.556,2013,12,21,14
155.88,-57.547,2013,12,21,15
155.91,-57.536,2013,12,21,16
155.94,-57.524,2013,12,21,17
155.96,-57.512,2013,12,21,18
155.97,-57.504,2013,12,21,19
155.99,-57.498,2013,12,21,20
156,-57.494,2013,12,21,21
156.03,-57.489,2013,12,21,22
156.05,-57.483,2013,12,21,23
156.08,-57.477,2013,12,22,0
156.11,-57.469,2013,12,22,1
156.14,-57.46,2013,12,22,2
156.17,-57.448,2013,12,22,3
156.19,-57.436,2013,12,22,4
156.21,-57.424,2013,12,22,5
156.22,-57.411,2013,12,22,6
156.24,-57.401,2013,12,22,7
156.26,-57.391,2013,12,22,8
156.28,-57.382,2013,12,22,9
156.31,-57.373,2013,12,22,10
156.33,-57.362,2013,12,22,11
156.35,-57.351,2013,12,22,12
156.38,-57.34,2013,12,22,13
156.4,-57.33,2013,12,22,14
156.42,-57.318,2013,12,22,15
156.45,-57.306,2013,12,22,16
156.47,-57.294,2013,12,22,17
156.49,-57.282,2013,12,22,18
156.51,-57.27,2013,12,22,19
156.53,-57.257,2013,12,22,20
156.55,-57.246,2013,12,22,21
156.57,-57.235,2013,12,22,22
156.6,-57.224,2013,12,22,23
156.62,-57.214,2013,12,23,0
156.65,-57.202,2013,12,23,1
156.67,-57.191,2013,12,23,2
156.69,-57.18,2013,12,23,3
156.72,-57.17,2013,12,23,4
156.75,-57.159,2013,12,23,5
156.78,-57.146,2013,12,23,6
156.81,-57.134,2013,12,23,7
156.83,-57.12,2013,12,23,8
156.85,-57.107,2013,12,23,9
156.88,-57.096,2013,12,23,10
156.91,-57.085,2013,12,23,11
156.93,-57.075,2013,12,23,12
156.96,-57.066,2013,12,23,13
156.99,-57.056,2013,12,23,14
157.02,-57.045,2013,12,23,15
157.06,-57.033,2013,12,23,16
157.09,-57.02,2013,12,23,17
157.12,-57.009,2013,12,23,18
157.15,-56.999,2013,12,23,19
157.18,-56.988,2013,12,23,20
157.21,-56.977,2013,12,23,21
157.25,-56.966,2013,12,23,22
157.28,-56.955,2013,12,23,23
157.32,-56.944,2013,12,24,0
157.35,-56.932,2013,12,24,1
157.39,-56.919,2013,12,24,2
157.42,-56.908,2013,12,24,3
157.46,-56.898,2013,12,24,4
157.49,-56.888,2013,12,24,5
157.53,-56.875,2013,12,24,6
157.56,-56.863,2013,12,24,7
157.6,-56.851,2013,12,24,8
157.63,-56.841,2013,12,24,9
157.67,-56.831,2013,12,24,10
157.7,-56.82,2013,12,24,11
157.72,-56.812,2013,12,24,12
157.76,-56.806,2013,12,24,13
157.79,-56.8,2013,12,24,14
157.83,-56.794,2013,12,24,15
157.87,-56.787,2013,12,24,16
157.91,-56.778,2013,12,24,17
157.95,-56.768,2013,12,24,18
157.98,-56.755,2013,12,24,19
158.02,-56.742,2013,12,24,20
158.05,-56.73,2013,12,24,21
158.08,-56.719,2013,12,24,22
158.12,-56.707,2013,12,24,23
158.15,-56.693,2013,12,25,0
158.18,-56.679,2013,12,25,1
158.21,-56.663,2013,12,25,2
158.24,-56.647,2013,12,25,3
158.27,-56.631,2013,12,25,4
158.29,-56.614,2013,12,25,5
158.32,-56.598,2013,12,25,6
158.34,-56.584,2013,12,25,7
158.37,-56.568,2013,12,25,8
158.4,-56.551,2013,12,25,9
158.43,-56.532,2013,12,25,10
158.46,-56.509,2013,12,25,11
158.47,-56.488,2013,12,25,12
158.49,-56.469,2013,12,25,13
158.51,-56.451,2013,12,25,14
158.53,-56.432,2013,12,25,15
158.55,-56.414,2013,12,25,16
158.57,-56.394,2013,12,25,17
158.6,-56.371,2013,12,25,18
158.62,-56.347,2013,12,25,19
158.64,-56.322,2013,12,25,20
158.65,-56.292,2013,12,25,21
158.65,-56.27,2013,12,25,22
158.66,-56.246,2013,12,25,23
158.67,-56.227,2013,12,26,0
158.69,-56.208,2013,12,26,1
158.71,-56.186,2013,12,26,2
158.73,-56.164,2013,12,26,3
158.75,-56.138,2013,12,26,4
158.76,-56.112,2013,12,26,5
158.78,-56.085,2013,12,26,6
158.79,-56.062,2013,12,26,7
158.81,-56.042,2013,12,26,8
158.83,-56.018,2013,12,26,9
158.85,-55.992,2013,12,26,10
158.87,-55.969,2013,12,26,11
158.9,-55.943,2013,12,26,12
158.92,-55.92,2013,12,26,13
158.94,-55.896,2013,12,26,14
158.96,-55.874,2013,12,26,15
158.98,-55.856,2013,12,26,16
159,-55.84,2013,12,26,17
159.03,-55.825,2013,12,26,18
159.06,-55.812,2013,12,26,19
159.09,-55.796,2013,12,26,20
159.13,-55.778,2013,12,26,21
159.17,-55.758,2013,12,26,22
159.2,-55.737,2013,12,26,23
159.23,-55.715,2013,12,27,0
159.25,-55.695,2013,12,27,1
159.27,-55.675,2013,12,27,2
159.29,-55.66,2013,12,27,3
159.31,-55.65,2013,12,27,4
159.34,-55.643,2013,12,27,5
159.37,-55.636,2013,12,27,6
159.42,-55.626,2013,12,27,7
159.47,-55.615,2013,12,27,8
159.51,-55.601,2013,12,27,9
159.55,-55.589,2013,12,27,10
159.6,-55.575,2013,12,27,11
159.65,-55.565,2013,12,27,12
159.69,-55.557,2013,12,27,13
159.73,-55.55,2013,12,27,14
159.77,-55.543,2013,12,27,15
159.81,-55.539,2013,12,27,16
159.85,-55.539,2013,12,27,17
159.9,-55.537,2013,12,27,18
159.96,-55.535,2013,12,27,19
160.01,-55.53,2013,12,27,20
160.06,-55.527,2013,12,27,21
160.1,-55.523,2013,12,27,22
160.14,-55.522,2013,12,27,23
160.18,-55.524,2013,12,28,0
160.22,-55.53,2013,12,28,1
160.27,-55.538,2013,12,28,2
160.31,-55.548,2013,12,28,3
160.36,-55.559,2013,12,28,4
160.4,-55.571,2013,12,28,5
160.45,-55.584,2013,12,28,6
160.49,-55.595,2013,12,28,7
160.53,-55.606,2013,12,28,8
160.56,-55.618,2013,12,28,9
160.59,-55.632,2013,12,28,10
160.62,-55.649,2013,12,28,11
160.64,-55.67,2013,12,28,12
160.67,-55.688,2013,12,28,13
160.69,-55.71,2013,12,28,14
160.72,-55.733,2013,12,28,15
160.76,-55.753,2013,12,28,16
160.79,-55.771,2013,12,28,17
160.82,-55.788,2013,12,28,18
160.84,-55.803,2013,12,28,19
160.86,-55.817,2013,12,28,20
160.88,-55.832,2013,12,28,21
160.89,-55.849,2013,12,28,22
160.9,-55.867,2013,12,28,23
160.91,-55.884,2013,12,29,0
160.92,-55.902,2013,12,29,1
160.93,-55.918,2013,12,29,2
160.94,-55.932,2013,12,29,3
160.95,-55.946,2013,12,29,4
160.95,-55.96,2013,12,29,5
160.96,-55.976,2013,12,29,6
160.97,-55.988,2013,12,29,7
160.97,-55.999,2013,12,29,8
160.98,-56.006,2013,12,29,9
160.98,-56.012,2013,12,29,10
160.98,-56.018,2013,12,29,11
160.97,-56.022,2013,12,29,12
160.97,-56.028,2013,12,29,13
160.96,-56.036,2013,12,29,14
160.95,-56.046,2013,12,29,15
160.94,-56.057,2013,12,29,16
160.94,-56.067,2013,12,29,17
160.93,-56.079,2013,12,29,18
160.91,-56.089,2013,12,29,19
160.91,-56.099,2013,12,29,20
160.9,-56.111,2013,12,29,21
160.88,-56.123,2013,12,29,22
160.87,-56.136,2013,12,29,23
160.87,-56.146,2013,12,30,0
160.86,-56.157,2013,12,30,1
160.85,-56.167,2013,12,30,2
160.84,-56.175,2013,12,30,3
160.82,-56.184,2013,12,30,4
160.81,-56.194,2013,12,30,5
160.79,-56.205,2013,12,30,6
160.78,-56.216,2013,12,30,7
160.76,-56.227,2013,12,30,8
160.75,-56.238,2013,12,30,9
160.74,-56.25,2013,12,30,10
160.73,-56.262,2013,12,30,11
160.72,-56.275,2013,12,30,12
160.71,-56.285,2013,12,30,13
160.7,-56.296,2013,12,30,14
160.7,-56.304,2013,12,30,15
160.69,-56.313,2013,12,30,16
160.69,-56.322,2013,12,30,17
160.68,-56.331,2013,12,30,18
160.68,-56.338,2013,12,30,19
160.67,-56.345,2013,12,30,20
160.67,-56.351,2013,12,30,21
160.66,-56.358,2013,12,30,22
160.65,-56.362,2013,12,30,23
160.64,-56.368,2013,12,31,0
160.63,-56.377,2013,12,31,1
160.62,-56.387,2013,12,31,2
160.62,-56.398,2013,12,31,3
160.62,-56.41,2013,12,31,4
160.62,-56.421,2013,12,31,5
160.63,-56.432,2013,12,31,6
160.64,-56.44,2013,12,31,7
160.65,-56.445,2013,12,31,8
160.66,-56.448,2013,12,31,9
160.66,-56.448,2013,12,31,10
160.66,-56.447,2013,12,31,11
160.66,-56.447,2013,12,31,12
160.65,-56.449,2013,12,31,13
160.64,-56.455,2013,12,31,14
160.63,-56.464,2013,12,31,15
160.62,-56.477,2013,12,31,16
160.62,-56.49,2013,12,31,17
160.63,-56.503,2013,12,31,18
160.65,-56.513,2013,12,31,19
160.67,-56.52,2013,12,31,20
160.69,-56.524,2013,12,31,21
160.71,-56.526,2013,12,31,22
160.72,-56.525,2013,12,31,23
160.74,-56.524,2014,1,1,0
160.74,-56.522,2014,1,1,1
160.74,-56.521,2014,1,1,2
160.74,-56.523,2014,1,1,3
160.74,-56.528,2014,1,1,4
160.74,-56.536,2014,1,1,5
160.75,-56.547,2014,1,1,6
160.76,-56.557,2014,1,1,7
160.78,-56.567,2014,1,1,8
160.8,-56.577,2014,1,1,9
160.83,-56.582,2014,1,1,10
160.86,-56.584,2014,1,1,11
160.88,-56.584,2014,1,1,12
160.9,-56.585,2014,1,1,13
160.93,-56.585,2014,1,1,14
160.95,-56.583,2014,1,1,15
160.97,-56.582,2014,1,1,16
160.99,-56.581,2014,1,1,17
161,-56.583,2014,1,1,18
161.02,-56.587,2014,1,1,19
161.03,-56.592,2014,1,1,20
161.06,-56.597,2014,1,1,21
161.08,-56.602,2014,1,1,22
161.11,-56.604,2014,1,1,23
161.15,-56.603,2014,1,2,0
161.18,-56.598,2014,1,2,1
161.21,-56.59,2014,1,2,2
161.23,-56.582,2014,1,2,3
161.25,-56.575,2014,1,2,4
161.27,-56.568,2014,1,2,5
161.28,-56.563,2014,1,2,6
161.3,-56.562,2014,1,2,7
161.31,-56.563,2014,1,2,8
161.34,-56.565,2014,1,2,9
161.36,-56.566,2014,1,2,10
161.39,-56.564,2014,1,2,11
161.42,-56.559,2014,1,2,12
161.45,-56.556,2014,1,2,13
